course_title,url,is_paid,price,num_subscibers,num_reviews,num_lectures,level,content_duration,subject,published_date,year,month,day
SHARE DATA THROUGH THE ART OF VISUALIZATION,https://www.coursera.org/enroll/learn/visualize-data/paidmedia?specialization=google-data-analytics,FALSE,0,501267,8394,4,BEGINNER,25:00:00,DATA ANALYTICS,2022-11-29,2022,11,29
DATA ANALYSIS WITH R PROGRAMMING ,https://www.coursera.org/enroll/learn/data-analysis-r/paidmedia?specialization=google-data-analytics,FALSE,0,529365,9605,5,BEGINNER,34:00:00,DATA ANALYTICS,2023-07-11,2023,7,11
GOOGLE DATA ANALYTICS CAPSTONE: COMPLETE A CASE STUDY,https://www.coursera.org/enroll/learn/google-data-analytics-capstone/paidmedia?specialization=google-data-analytics,FALSE,0,450184,13944,4,BEGINNER,11:00:00,DATA ANALYTICS,2020-09-22,2020,9,22
SQL COURSE,https://intellipaat.com/sql-training-delhi/?utm_source=google&utm_medium=display&utm_campaign=p_performance-max_generic_in_secondary_new_june&gad_source=1&gclid=CjwKCAjwoa2xBhACEiwA1sb1BOUGj2LVtxRIgt8KrVyqeTTYsWBDc4TPbHqQ2gQINxqYuALlyh-TwBoC_gkQAvD_BwE,TRUE,42000,3222,288,20,ALL LEVEL,6 months,SQL,2022-03-22,2022,3,22
SQL COURSE,https://www.coursera.org/learn/intro-sql?utm_medium=institutions&utm_source=umich&utm_content=sem&utm_campaign=adwords-web-applications-for-everybody-introduction-to-structured-query-language&utm_term=sql%20course%20online&gad_source=1,TRUE,42000,2020,235,20,ALL LEVEL,6 months,SQL,2022-03-08,2022,3,8
SQL COURSE,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi5zP7a9t-FAxV3pGYCHSE5AkwYABAAGgJzbQ&ae=2&dsh=1&ase=3&agsac=WmVe-p5kuyU&gclid=CjwKCAjwoa2xBhACEiwA1sb1BEMHTS0CtsYa21QDiGB373D6iVMZpmouz3Y7qc-p3JhzQ_7-PWA4BhoCuuIQAvD_BwE&cit=CkQKCAjwoa2xBhAUEjQAwTpdmHZbXwpMFKXjY5vIM75ucnP77HqSF1U8nD-R_7RJzzRXSCnolkhqczDBQvnffcQ-GgIqB_D_BwE&ohost=www.google.com&cid=CAESwwHg9vdoeFOj8W3u4_urj8p1g4iqC7L4tQ-R6SfKvV1g-BsBcGkJjugD8RKWu4x1ga556_D3AHrXs7f2VsBsQsch8KvdciUXyTb-tCRISZZg7eHwQqS_le3L_oPaKy_HkxBH67A7F5KqL6VCJ9tC05uOtPXuSYq4WU7-Vh1gTzFLIyQrqqTT7tZYR7rHqIb6eZL64Ez3dgU9EsaIPFqqHfXlLWIrvs4Sb2aMiqFePoE8ZGE1Gf-tWPpmo9xRWWEe1tgWHGE&sig=AOD64_2x4UlJlYKX9vNjVkv3xPw1xNZzcw&q&adurl&ved=2ahUKEwif_vja9t-FAxVbyjgGHZZXCQoQ0Qx6BAgOEAE&nis=12&uk=1714136296398&ms=CoACLJZS8VRtPxorSexPT-mB8x-GhkSqk-ZEdmabVMuUdGUpxJrf0CFMl0x_u5YImkmx2MasslQxAlBwwvR9v31Zek6IdteohnL69RKj_ZxjCGUTBEboX8_d4yScocUX5BPfRu-4YtfHbEFSCt2CbwGLIOTRkPVsSgWYsMW7PN3n_pnAUOGrbrZHI3pWGeANBiW6ClAIBxGffj7t1CabGtdQOEnLW9js5epX-y3y0w6QBAt17-tPm8raWjWLoHvkvk5gN8wW88dMnAyu4E4rFclaB3a-zn5ZCz4iXqJ9mIUaY1J8bQd5OBZhale9U8hlODOgcGS3qTRSo7SCbCEK-mN_egqAAhBD0M4pHW-4L-TUrHkHk2EyTipyvCzCqIgSeLuPfQCyEfiQJp0UihFnHsrQGrvxQkGJjJsIOOBPJ4P5zcDB3zGWRe6hcheQ7Wht-DU6W375Be0WRaOpdDzrxGXUHL-9KW6zGp3oWzs8Qw1OO82U116hriVO8dz4xIZLYSlAZ48OBwESzxST5Tz1uog9r1a0dtmeme4YJbUctR62w8nPpSI-QnW0LZ76pjLoL3uyVNvhj_gMXzT8Fb29_a6pVcCin7oziUIwBYl8bbLJ-aGePTygtvvoajjkbMakAol9ervms2XTnGGzvoBDQLAE3k_GEecozOFuS0sQn1GUdeZl4l4SEP-8CscsRZ7uMG_LsWi4QLc&dct=1,TRUE,42000,3222,333,15,ALL LEVEL,7 months                ,SQL,2022-02-05,2022,2,5
SQL COURSE,https://www.udemy.com/topic/SQL/?utm_source=adwords&utm_medium=udemyads&utm_campaign=SQL_v.PROF_la.EN_cc.INDIA_ti.7862&utm_content=deal4584&utm_term=,TRUE,42000,1920,332,15,ALL LEVEL,6 months,SQL,2023-03-04,2023,3,4
SQL COURSE,https://codebasics.io/courses/sql-beginner-to-advanced-for-data-professionals?utm_campaign=codebasicsmaxperformancepaid&utm_id=googleadspaid&gad_source=1&gclid=CjwKCAjwoa2xBhACEiwA1sb1BEz82NnXfTzO6adjFVHjIhto0gJO5IkQzWwTyAcMtLssC1OLf_6ZshoCgDQQAvD_BwE,TRUE,42000,2233,332,20,ALL LEVEL,6 months,SQL,2020-03-05,2020,3,5
SQL COURSE,https://codebasics.io/courses/sql-beginner-to-advanced-for-data-professionals?utm_campaign=codebasicsmaxperformancepaid&utm_id=googleadspaid&gad_source=1&gclid=CjwKCAjwoa2xBhACEiwA1sb1BEz82NnXfTzO6adjFVHjIhto0gJO5IkQzWwTyAcMtLssC1OLf_6ZshoCgDQQAvD_BwE,TRUE,42000,3222,222,20,ALL LEVEL,6 months,SQL,2023-03-07,2023,3,7
SQL COURSE,https://www.codecademy.com/learn/learn-sql,TRUE,42000,2020,234,15,ALL LEVEL,6 months,SQL,2022-05-07,2022,5,7
SQL COURSE,https://www.simplilearn.com/free-online-course-to-learn-sql-basics-skillup,TRUE,42000,2222,124,15,ALL LEVEL,6 months,SQL,2016-01-08,2016,1,8
SQL COURSE,https://www.datacamp.com/category/sql,TRUE,42000,3244,432,20,ALL LEVEL,6 months,SQL,2015-02-05,2015,2,5
SQL COURSE,https://www.w3schools.com/sql/,TRUE,42000,2020,333,20,ALL LEVEL,6 months,SQL,2012-05-01,2012,5,1
SQL COURSE,https://www.geeksforgeeks.org/courses/data-science-live?source=google&medium=cpc&device=m&keyword=data%20science%20bootcamp&matchtype=b&campaignid=19174191348&adgroup=149462433332&gad_source=1&gclid=CjwKCAjwoa2xBhACEiwA1sb1BL13gY26ndJKz8BacwhNn_3_-X_jC6ZDqPa0rvTyq2bVUYu1ZLZtchoCbkQQAvD_BwE,TRUE,42000,3222,333,15,ALL LEVEL,7 months                ,SQL,2022-02-05,2022,2,5
DATA ANALYTICS COURSE,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjfwsTW-N-FAxXXo2YCHTDpBIsYABAKGgJzbQ&ae=2&dsh=1&ase=3&agsac=qTx18qNGCww&gclid=CjwKCAjwoa2xBhACEiwA1sb1BODq3YM2dbcN4B1h1sy1O5rAKDHicYU_EpoZwrPyfBRtalC-fHM6dxoCMFgQAvD_BwE&cit=CkQKCAjwoa2xBhAUEjQAwTpdmFGd5PXKaGg-UHIvBIe-1JU5I_wYKip3tolLjoFSCbBYXIPpXgUTzl3lFETJZtxqGgITuvD_BwE&ohost=www.google.com&cid=CAESwwHg9qEITaf0sU3qWgTE8mtrHgCtttsK30X44zE3ZpN_j6SvRhfCWjzkoVmFLbVrmp8_CZHSqL3a0HYFhK6UoKRHGIKh46Sma5ujJkxJs44Wsm9HGUFNb0vpN7hSym2MLZQPqbNw5-eGmLpzae53m4CHIYMAk93CJwfoi2fFFVQzlgVGqFeiTAc4RgCo63KidhJehTjwkQJSiubL7oOGu3uPtPO-AF0QlirFTn4I0sXMiD3-OfuvevYAOGlUbAv5YcHmOxU&sig=AOD64_0Ho_yHy1aI9y2wQ8yRq103sE9KvA&q&adurl&ved=2ahUKEwjp0rzW-N-FAxVG4zgGHWIZB9AQ0Qx6BAgGEAE&nis=12&uk=1714136721855&ms=CoACxaFf3KCOv9FYF_GGVGZCyFR-bZeS7AUfx7zXF5I0WRD77rzxg6NTv9ZrxOGOziIT2d3nXEbP-Z30mKz-9b_Tk2M3T71-LKEjHewELd52H5P1yVGvmikMLqgotYeYXiQcWU853kTIGhqaxHzHVrewh2cVm_P_LaGn5HNOHJqhQ4llM1dG-oPHvZJp34pbwikgDgedENWbsq13_x3KsMgetCxjGKlOUrMx9wDZYa-kajNt561q5q1fsj7yJT2IepozBMxWIxW3FU3Pbn2qPHgdiaEea57LAR6XR4BAwr92yFLMoxjm6WqZQiXMHlyhxQSrkYsxtOOiI7Yf2NXxYf1mjgqAAoH4AjBJH_s6B2lbGd69NVgfPjLSINvRxHnu1EShxmw_BGPFiEQLF_MStROM2yp8kW7akCVTzMDfYoyc2sv_L31Y_HqUZyXH3Z39qkxziXdB1AGAbuvvSxvI0Uxp4RSu_IH612fD4Zqc_Cu79Q0Jr6T1bHhWPrYgadt71qirOITPWgg5GUpQVVAdlcMZ2DjCSzWk3aZ0JWcN_3bRCSi7ZNiBR3D65EHPpofCqu_FM50XE6W0N-CGkxbskHFq9gUuKsjQA4XyfMANqQPesqr6j_q1MEvbdBG6GKw-6wv6RG0cX7sP1ANunH0GOsJE1zz4J0JweasEYZJRnOQU4wlf5uISELoG_1ZCdisxq1zsBEYda1c&dct=1,TRUE,42000,3222,288,20,ALL LEVEL,6 months,DATA  ANALYTICS,2022-03-22,2022,3,22
DATA ANALYTICS COURSE,https://www.coursera.org/courses?query=data%20analytics,TRUE,42000,2020,235,20,ALL LEVEL,6 months,DATA  ANALYTICS,2022-03-08,2022,3,8
DATA ANALYTICS COURSE,https://www.udemy.com/topic/data-analysis/,TRUE,42000,3222,333,15,ALL LEVEL,7 months                ,DATA  ANALYTICS,2022-02-05,2022,2,5
DATA ANALYTICS COURSE,https://www.simplilearn.com/data-analyst-masters-certification-training-course,TRUE,42000,1920,332,15,ALL LEVEL,6 months,DATA  ANALYTICS,2023-03-04,2023,3,4
DATA ANALYTICS COURSE,https://www.tcsion.com/courses/skillsoft/data-analyst-certification-course-online/,TRUE,42000,2233,332,20,ALL LEVEL,6 months,DATA  ANALYTICS,2020-03-05,2020,3,5
DATA ANALYTICS COURSE,https://grow.google/intl/en_in/data-analytics-course/,TRUE,42000,3222,222,20,ALL LEVEL,6 months,DATA  ANALYTICS,2023-03-07,2023,3,7
DATA ANALYTICS COURSE,https://www.edx.org/learn/data-analysis,TRUE,42000,2020,234,15,ALL LEVEL,6 months,DATA  ANALYTICS,2022-05-07,2022,5,7
DATA ANALYTICS COURSE,https://pwskills.com/course/data-analytics/,TRUE,42000,2222,124,15,ALL LEVEL,6 months,DATA  ANALYTICS,2016-01-08,2016,1,8
DATA ANALYTICS COURSE,https://pwskills.com/course/data-analytics/,TRUE,42000,3244,432,20,ALL LEVEL,6 months,DATA  ANALYTICS,2015-02-05,2015,2,5
DATA ANALYTICS COURSE,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjfwsTW-N-FAxXXo2YCHTDpBIsYABAGGgJzbQ&ae=2&dsh=1&ase=3&agsac=WA2Ng_vJ28c&gclid=CjwKCAjwoa2xBhACEiwA1sb1BBeuqqUQaWusG1kmdxFeik_53Gh6ScvTfi4jCrcyfWhYcg2xpdJOeRoCcuIQAvD_BwE&cit=CkQKCAjwoa2xBhAUEjQAwTpdmMl5EUPHeSyPB9Fm3X7LPmBttU-LBcH-9ntC--ZqeIdpW2b6fZJkR1UQTEANIhyyGgJ_F_D_BwE&ohost=www.google.com&cid=CAESwwHg9qEITaf0sU3qWgTE8mtrHgCtttsK30X44zE3ZpN_j6SvRhfCWjzkoVmFLbVrmp8_CZHSqL3a0HYFhK6UoKRHGIKh46Sma5ujJkxJs44Wsm9HGUFNb0vpN7hSym2MLZQPqbNw5-eGmLpzae53m4CHIYMAk93CJwfoi2fFFVQzlgVGqFeiTAc4RgCo63KidhJehTjwkQJSiubL7oOGu3uPtPO-AF0QlirFTn4I0sXMiD3-OfuvevYAOGlUbAv5YcHmOxU&sig=AOD64_2q2_2aAeZBHpK-wzQCvE4GM_VCSw&q&adurl&ved=2ahUKEwjp0rzW-N-FAxVG4zgGHWIZB9AQ0Qx6BAgIEAE&nis=12&uk=1714136855405&ms=CoAC5I5Oyen6p_U8L_iWdRlKxikDfbmalQwwsZbON-18WTmLiq3nmbRDu4t4zMTniTIU_7LmZST44Y3ekbzS4eXblFFrX4sbXqk-GOgUIb8vFqLSn0iN0QYdLtBHpKusSz0ALQk41iyXGz7pyn3QRfixk2E8ksyUZqmJrEZWD4-ES4IMQ0dmr-LHuLFW34RAxSA5JFmFDKGXsqg2_wTt9KIXmiR0AJttPqMtr1TQQMaUazpv571hgeNehhDOLBXvL4slc7hOLxPABGHUGmyTfEcdnLV_e7bAEh6wcr9B-dE6wXvCnhnV6VSBegKOH2aumQyd09wouZ7TOqZwhdXzbPl-mAqAAq6dPjQHvSq8LHzL6sP_AUYouByAlEmhGDP9n7RtFrMgc1LE2EeBfAAIP6cy7Tt_hxff7giPgBJ8pMOB81QiTft8wGVQhoVL0zYBHt_mW8zUOr8fmHsIy7p-DibJsQf8xZ24Mk2SwBlvjmGCxuyB_mQ7KwQunzenE4jaVpo1vSn6JMy6OuDgTxXt3gGNHjjKPdreOYXXKEUN3Bq4AUHKCQVbnSoHbxvXhdxeF09E9dhTL38TQ8tQrfBq2fxK0r4rqQQ5U2T7S44KXm_2uJa3TiVC0b7f1JiDX9On2aVOIgertVDMnJJaqqPycdv_KgwlNfeKBQqPM34QJ-rkJZapJl4SELVpdsr19l5-5zZZS-hX69k&dct=1,TRUE,42000,2020,333,20,ALL LEVEL,6 months,DATA  ANALYTICS,2012-05-01,2012,5,1
DATA ANALYTICS COURSE,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwist7et-d-FAxXqpWYCHW5OB0YYABAAGgJzbQ&ae=2&dsh=1&agsac=qAlgOUFWpZE&gclid=CjwKCAjwoa2xBhACEiwA1sb1BE-ghd8rZQgg116nX2w29xFZYB1nNXICrq_50eP5cCp03rjCv66yKRoCkK8QAvD_BwE&cit=CkQKCAjwoa2xBhAUEjQAwTpdmOSmDjh91UqMXNLNGEmVLqBiMkAua3997kUyL7YNLC-hjf6pVWWcg-z5j1AKwfBqGgLPIfD_BwE&ohost=www.google.com&cid=CAESwwHg9uaTSbR1nIyZzTFD8ojp357DxtZ1bBgLfIg8GDa2Ahm2_o8TZjUUD_ymLw8chgTE1gTObC3qPjZfEtEiU7vExZhS3SwOmzLAmBqhStpBc3Gn3OwCgYCd_IU7jXHvOcCij_ZtjjXcq34z9UsuwJ5OOUb1qH_CNPgxOmK7JgQ38nal4PrpxB2d_Khi2wB0RFCfixKtRx_AH1rplZyQGaCJkC3BCTT5ZJJFQxy6w-2i4tyz4HJrXeQToL2FF2r0YLEZ1wo&sig=AOD64_2ccOIF8Q2BZtpHgt1JkZgeyj_XEQ&q&adurl&ved=2ahUKEwi05rCt-d-FAxWFyzgGHenCApQ4ChDRDHoECAIQAQ&ms=CoAC4ra-_qNOenkvwhRSlFTQOSuxPdpkVKeFj1Az-HV52-L7teUhKAm7JKXszFzhxYkaMjZm7V0o9F2Ab-edoKDkzcGVII8hOTbhu--WgtHcJN5AyXThFXXbHgnqhzf_98kDEHLwtsISGzhP3IflWYTLInLwQOXxObGYnr25NiozpZih3JwhjNV2FL6dpJGrtO-IdLIoSEKP76P4zVzpRLBZQFhrG_LFABGjQf6B6tBlMnhBogmkO9wONWDjledE92nYFWgTB0TwdndyqKUKVZbguo4yp8rZ7kGtQ0JvexVlxsNusi94hZPyAmLNslWgYTlOi5aHqdkkkpJDpqsaH86N5wqAAkVh0qS-PV70Tpadq1k7VdDnWuCDUPaJw_PImcQ9vBIDqJG_1vRUYmwNKR1m71hQ9geZnexeQ26EG5XtmDuwxhnqtuMFjc9eiDwAoKlX828fkj5BvmMsDisaxy7TvP9k0j1nvLBtYpNmjFVH4wSkw3bJZw_UZDt5eEp9qnS45kARb0srwY6jflfUOFWXHomhOaHyb8qSIMx3sVVSAEQXtOkhLj1UEP9sQO2wm7pyEDtXlJ3XODfAizWrHFiBN-6yB5tIE2dWgIK0Ir9GCXX_OcAh_n3dxasjOYrN78JX8McAqwVi36CTmWNO48K26qoqUlOdLyrMzcR9UUZ4p7fQqDoSEClR5byXj27CeGqWSs8wC48&dct=1,TRUE,42000,3222,333,15,ALL LEVEL,7 months                ,DATA  ANALYTICS,2022-02-05,2022,2,5
